"DATE","TMAX","TMIN"
"2007-11-12","65","50"
"2007-11-13","55","36"
"2007-11-14","60","44"
"2007-11-15","44","35"
"2007-11-16","39","27"
"2007-11-17","43","34"
"2007-11-18","44","33"
"2007-11-19","60","37"
"2007-11-20","62","56"
"2007-11-21","61","42"
"2007-11-22","42","33"
"2007-11-23","36","26"
"2007-11-24","36","24"
"2007-11-25","38","24"
"2007-11-26","38","34"
"2007-11-27","41","23"
"2007-11-28","47","21"
"2007-11-29","45","24"
"2007-11-30","40","20"
"2007-12-01","33","17"
"2007-12-02","54","32"
"2007-12-03","32","25"
"2007-12-04","33","26"
"2007-12-05","26","3"
"2007-12-06","24","1"
"2007-12-07","32","24"
"2007-12-08","33","26"
"2007-12-09","31","28"
"2007-12-10","33","30"
"2007-12-11","38","31"
"2007-12-12","39","31"
"2007-12-13","37","31"
"2007-12-14","32","29"
"2007-12-15","30","28"
"2007-12-16","30","17"
"2007-12-17","21","14"
"2007-12-18","38","13"
"2007-12-19","39","18"
"2007-12-20","35","17"
"2007-12-21","37","24"
"2007-12-22","47","36"
"2007-12-23","52","23"
"2007-12-24","29","24"
"2007-12-25","37","24"
"2007-12-26","44","21"
"2007-12-27","35","32"
"2007-12-28","40","31"
"2007-12-29","34","27"
"2007-12-30","31","27"
"2007-12-31","40","24"
"2008-01-01","36","16"
"2008-01-02","16","7"
"2008-01-03","19","4"
"2008-01-04","34","18"
"2008-01-05","41","32"
"2008-01-06","57","41"
"2008-01-07","66","55"
"2008-01-08","59","46"
"2008-01-09","45","32"
"2008-01-10","52","30"
"2008-01-11","47","32"
"2008-01-12","41","29"
"2008-01-13","37","30"
"2008-01-14","30","20"
"2008-01-15","25","17"
"2008-01-16","34","12"
"2008-01-17","35","22"
"2008-01-18","30","16"
"2008-01-19","27","3"
"2008-01-20","14","-1"
"2008-01-21","29","5"
"2008-01-22","32","10"
"2008-01-23","22","5"
"2008-01-24","19","2"
"2008-01-25","21","-5"
"2008-01-26","31","19"
"2008-01-27","33","19"
"2008-01-28","43","17"
"2008-01-29","53","14"
"2008-01-30","17","6"
"2008-01-31","25","9"
"2008-02-01","35","24"
"2008-02-02","34","25"
"2008-02-03","32","26"
"2008-02-04","50","32"
"2008-02-05","53","35"
"2008-02-06","37","32"
"2008-02-07","33","29"
"2008-02-08","39","29"
"2008-02-09","39","30"
"2008-02-10","30","2"
"2008-02-11","13","2"
"2008-02-12","20","13"
"2008-02-13","25","4"
"2008-02-14","32","3"
"2008-02-15","35","14"
"2008-02-16","33","7"
"2008-02-17","53","32"
"2008-02-18","34","18"
"2008-02-19","18","8"
"2008-02-20","23","7"
"2008-02-21","22","4"
"2008-02-22","28","20"
"2008-02-23","34","13"
"2008-02-24","32","12"
"2008-02-25","33","30"
"2008-02-26","34","22"
"2008-02-27","24","6"
"2008-02-28","23","0"
"2008-02-29","38","21"
"2008-03-01","33","23"
"2008-03-02","49","27"
"2008-03-03","56","31"
"2008-03-04","31","24"
"2008-03-05","31","12"
"2008-03-06","35","25"
"2008-03-07","29","21"
"2008-03-08","27","17"
"2008-03-09","34","15"
"2008-03-10","42","26"
"2008-03-11","38","22"
"2008-03-12","44","28"
"2008-03-13","54","33"
"2008-03-14","56","37"
"2008-03-15","43","32"
"2008-03-16","45","26"
"2008-03-17","41","27"
"2008-03-18","56","37"
"2008-03-19","46","31"
"2008-03-20","47","30"
"2008-03-21","42","30"
"2008-03-22","40","26"
"2008-03-23","41","24"
"2008-03-24","41","25"
"2008-03-25","52","30"
"2008-03-26","53","31"
"2008-03-27","44","34"
"2008-03-28","41","29"
"2008-03-29","44","25"
"2008-03-30","50","30"
"2008-03-31","62","50"
"2008-04-01","59","33"
"2008-04-02","47","26"
"2008-04-03","54","28"
"2008-04-04","44","35"
"2008-04-05","59","31"
"2008-04-06","64","34"
"2008-04-07","70","39"
"2008-04-08","70","38"
"2008-04-09","65","35"
"2008-04-10","48","35"
"2008-04-11","69","47"
"2008-04-12","47","36"
"2008-04-13","41","33"
"2008-04-14","53","28"
"2008-04-15","58","27"
"2008-04-16","68","38"
"2008-04-17","75","46"
"2008-04-18","78","49"
"2008-04-19","63","52"
"2008-04-20","61","50"
"2008-04-21","72","49"
"2008-04-22","77","50"
"2008-04-23","78","53"
"2008-04-24","74","48"
"2008-04-25","81","61"
"2008-04-26","71","45"
"2008-04-27","61","39"
"2008-04-28","56","39"
"2008-04-29","51","35"
"2008-04-30","61","29"
"2008-05-01","78","44"
"2008-05-02","77","61"
"2008-05-03","69","46"
"2008-05-04","66","37"
"2008-05-05","73","42"
"2008-05-06","78","48"
"2008-05-07","68","58"
"2008-05-08","59","49"
"2008-05-09","61","46"
"2008-05-10","65","39"
"2008-05-11","57","49"
"2008-05-12","63","43"
"2008-05-13","70","40"
"2008-05-14","60","48"
"2008-05-15","58","47"
"2008-05-16","68","48"
"2008-05-17","70","52"
"2008-05-18","58","41"
"2008-05-19","62","38"
"2008-05-20","59","45"
"2008-05-21","60","44"
"2008-05-22","67","40"
"2008-05-23","67","50"
"2008-05-24","71","43"
"2008-05-25","78","43"
"2008-05-26","83","62"
"2008-05-27","67","49"
"2008-05-28","68","40"
"2008-05-29","75","40"
"2008-05-30","83","54"
"2008-05-31","79","62"
"2008-06-01","79","56"
"2008-06-02","84","53"
"2008-06-03","76","62"
"2008-06-04","82","67"
"2008-06-05","88","68"
"2008-06-06","91","68"
"2008-06-07","81","70"
"2008-06-08","90","74"
"2008-06-09","88","69"
"2008-06-10","78","60"
"2008-06-11","84","61"
"2008-06-12","88","66"
"2008-06-13","78","69"
"2008-06-14","81","63"
"2008-06-15","85","61"
"2008-06-16","78","54"
"2008-06-17","71","51"
"2008-06-18","74","53"
"2008-06-19","77","52"
"2008-06-20","82","52"
"2008-06-21","80","60"
"2008-06-22","80","55"
"2008-06-23","75","53"
"2008-06-24","78","53"
"2008-06-25","80","61"
"2008-06-26","85","66"
"2008-06-27","83","64"
"2008-06-28","83","68"
"2008-06-29","75","61"
"2008-06-30","76","59"
"2008-07-01","80","50"
"2008-07-02","86","60"
"2008-07-03","74","59"
"2008-07-04","76","57"
"2008-07-05","81","56"
"2008-07-06","84","59"
"2008-07-07","85","64"
"2008-07-08","86","69"
"2008-07-09","80","60"
"2008-07-10","85","59"
"2008-07-11","87","64"
"2008-07-12","85","72"
"2008-07-13","82","62"
"2008-07-14","82","59"
"2008-07-15","88","59"
"2008-07-16","89","66"
"2008-07-17","89","68"
"2008-07-18","89","67"
"2008-07-19","86","69"
"2008-07-20","86","70"
"2008-07-21","84","68"
"2008-07-22","82","63"
"2008-07-23","81","60"
"2008-07-24","81","57"
"2008-07-25","82","56"
"2008-07-26","86","61"
"2008-07-27","83","55"
"2008-07-28","84","62"
"2008-07-29","88","62"
"2008-07-30","85","70"
"2008-07-31","89","68"
"2008-08-01","89","67"
"2008-08-02","84","64"
"2008-08-03","84","58"
"2008-08-04","81","64"
"2008-08-05","83","69"
"2008-08-06","85","65"
"2008-08-07","82","62"
"2008-08-08","78","58"
"2008-08-09","79","53"
"2008-08-10","75","54"
"2008-08-11","78","54"
"2008-08-12","80","54"
"2008-08-13","78","58"
"2008-08-14","80","55"
"2008-08-15","80","55"
"2008-08-16","81","56"
"2008-08-17","81","55"
"2008-08-18","84","60"
"2008-08-19","86","59"
"2008-08-20","82","57"
"2008-08-21","87","57"
"2008-08-22","87","70"
"2008-08-23","91","67"
"2008-08-24","86","61"
"2008-08-25","79","57"
"2008-08-26","82","52"
"2008-08-27","86","59"
"2008-08-28","83","61"
"2008-08-29","89","62"
"2008-08-30","87","55"
"2008-08-31","89","56"
"2008-09-01","90","53"
"2008-09-02","94","62"
"2008-09-03","93","61"
"2008-09-04","80","68"
"2008-09-05","77","65"
"2008-09-06","80","58"
"2008-09-07","75","54"
"2008-09-08","77","51"
"2008-09-09","71","52"
"2008-09-10","74","47"
"2008-09-11","83","47"
"2008-09-12","74","69"
"2008-09-13","88","68"
"2008-09-14","81","61"
"2008-09-15","72","58"
"2008-09-16","71","52"
"2008-09-17","80","48"
"2008-09-18","75","52"
"2008-09-19","80","47"
"2008-09-20","81","52"
"2008-09-21","83","50"
"2008-09-22","81","55"
"2008-09-23","84","51"
"2008-09-24","85","50"
"2008-09-25","83","51"
"2008-09-26","80","52"
"2008-09-27","80","54"
"2008-09-28","81","48"
"2008-09-29","80","55"
"2008-09-30","67","49"
"2008-10-01","62","40"
"2008-10-02","63","40"
"2008-10-03","56","43"
"2008-10-04","63","36"
"2008-10-05","69","35"
"2008-10-06","71","50"
"2008-10-07","74","46"
"2008-10-08","64","46"
"2008-10-09","73","43"
"2008-10-10","77","37"
"2008-10-11","85","46"
"2008-10-12","87","46"
"2008-10-13","83","51"
"2008-10-14","70","54"
"2008-10-15","77","55"
"2008-10-16","60","48"
"2008-10-17","60","47"
"2008-10-18","60","40"
"2008-10-19","60","32"
"2008-10-20","68","38"
"2008-10-21","56","34"
"2008-10-22","53","28"
"2008-10-23","62","30"
"2008-10-24","50","46"
"2008-10-25","48","40"
"2008-10-26","60","38"
"2008-10-27","46","34"
"2008-10-28","40","31"
"2008-10-29","51","30"
"2008-10-30","58","25"
"2008-10-31","71","36"
"2008-11-01","65","43"
"2008-11-02","65","45"
"2008-11-03","72","50"
"2008-11-04","72","45"
"2008-11-05","73","38"
"2008-11-06","74","43"
"2008-11-07","64","41"
"2008-11-08","42","37"
"2008-11-09","38","32"
"2008-11-10","37","23"
"2008-11-11","41","21"
"2008-11-12","57","37"
"2008-11-13","54","49"
"2008-11-14","55","46"
"2008-11-15","46","35"
"2008-11-16","37","32"
"2008-11-17","35","26"
"2008-11-18","33","20"
"2008-11-19","40","21"
"2008-11-20","39","26"
"2008-11-21","30","16"
"2008-11-22","29","16"
"2008-11-23","41","14"
"2008-11-24","39","28"
"2008-11-25","37","30"
"2008-11-26","41","24"
"2008-11-27","46","20"
"2008-11-28","42","26"
"2008-11-29","46","18"
"2008-11-30","34","30"
"2008-12-01","35","25"
"2008-12-02","28","22"
"2008-12-03","40","24"
"2008-12-04","33","18"
"2008-12-05","19","13"
"2008-12-06","31","16"
"2008-12-07","23","11"
"2008-12-08","36","20"
"2008-12-09","48","34"
"2008-12-10","34","22"
"2008-12-11","32","20"
"2008-12-12","30","13"
"2008-12-13","38","13"
"2008-12-14","54","37"
"2008-12-15","54","14"
"2008-12-16","24","13"
"2008-12-17","25","18"
"2008-12-18","25","17"
"2008-12-19","34","22"
"2008-12-20","26","21"
"2008-12-21","28","-2"
"2008-12-22","11","-1"
"2008-12-23","34","11"
"2008-12-24","45","16"
"2008-12-25","25","10"
"2008-12-26","53","25"
"2008-12-27","65","52"
"2008-12-28","57","27"
"2008-12-29","45","26"
"2008-12-30","41","25"
"2008-12-31","36","18"
"2009-01-01","33","15"
"2009-01-02","36","20"
"2009-01-03","34","16"
"2009-01-04","42","28"
"2009-01-05","29","17"
"2009-01-06","29","17"
"2009-01-07","30","20"
"2009-01-08","21","13"
"2009-01-09","28","10"
"2009-01-10","28","19"
"2009-01-11","25","20"
"2009-01-12","31","21"
"2009-01-13","34","-1"
"2009-01-14","13","-6"
"2009-01-15","5","-14"
"2009-01-16","1","-19"
"2009-01-17","30","-13"
"2009-01-18","24","4"
"2009-01-19","20","3"
"2009-01-20","16","-1"
"2009-01-21","26","2"
"2009-01-22","34","16"
"2009-01-23","39","22"
"2009-01-24","28","4"
"2009-01-25","14","1"
"2009-01-26","19","6"
"2009-01-27","21","14"
"2009-01-28","22","4"
"2009-01-29","27","4"
"2009-01-30","19","0"
"2009-01-31","34","-7"
"2009-02-01","40","27"
"2009-02-02","31","13"
"2009-02-03","22","4"
"2009-02-04","18","-1"
"2009-02-05","19","-1"
"2009-02-06","40","7"
"2009-02-07","50","40"
"2009-02-08","50","26"
"2009-02-09","48","22"
"2009-02-10","61","45"
"2009-02-11","56","37"
"2009-02-12","45","33"
"2009-02-13","41","27"
"2009-02-14","35","30"
"2009-02-15","35","23"
"2009-02-16","34","20"
"2009-02-17","42","23"
"2009-02-18","46","30"
"2009-02-19","30","17"
"2009-02-20","27","14"
"2009-02-21","35","15"
"2009-02-22","26","16"
"2009-02-23","29","11"
"2009-02-24","35","14"
"2009-02-25","56","26"
"2009-02-26","55","40"
"2009-02-27","56","29"
"2009-02-28","30","20"
"2009-03-01","28","17"
"2009-03-02","25","10"
"2009-03-03","28","8"
"2009-03-04","43","19"
"2009-03-05","64","30"
"2009-03-06","66","51"
"2009-03-07","71","49"
"2009-03-08","64","34"
"2009-03-09","47","35"
"2009-03-10","66","40"
"2009-03-11","59","28"
"2009-03-12","31","23"
"2009-03-13","41","19"
"2009-03-14","50","24"
"2009-03-15","58","29"
"2009-03-16","63","33"
"2009-03-17","71","34"
"2009-03-18","64","46"
"2009-03-19","53","27"
"2009-03-20","43","23"
"2009-03-21","57","28"
"2009-03-22","63","30"
"2009-03-23","56","30"
"2009-03-24","68","36"
"2009-03-25","62","41"
"2009-03-26","58","37"
"2009-03-27","62","31"
"2009-03-28","56","35"
"2009-03-29","44","34"
"2009-03-30","51","30"
"2009-03-31","57","39"
"2009-04-01","57","35"
"2009-04-02","69","43"
"2009-04-03","49","34"
"2009-04-04","54","31"
"2009-04-05","48","36"
"2009-04-06","44","31"
"2009-04-07","43","30"
"2009-04-08","53","31"
"2009-04-09","59","31"
"2009-04-10","48","41"
"2009-04-11","55","31"
"2009-04-12","55","29"
"2009-04-13","41","35"
"2009-04-14","44","40"
"2009-04-15","51","38"
"2009-04-16","62","34"
"2009-04-17","69","35"
"2009-04-18","73","39"
"2009-04-19","58","47"
"2009-04-20","51","42"
"2009-04-21","48","39"
"2009-04-22","60","37"
"2009-04-23","63","33"
"2009-04-24","84","55"
"2009-04-25","84","61"
"2009-04-26","83","59"
"2009-04-27","83","62"
"2009-04-28","65","47"
"2009-04-29","55","46"
"2009-04-30","68","49"
"2009-05-01","66","43"
"2009-05-02","64","41"
"2009-05-03","68","43"
"2009-05-04","70","49"
"2009-05-05","71","45"
"2009-05-06","65","47"
"2009-05-07","73","47"
"2009-05-08","69","55"
"2009-05-09","62","47"
"2009-05-10","64","41"
"2009-05-11","64","41"
"2009-05-12","66","35"
"2009-05-13","68","50"
"2009-05-14","70","51"
"2009-05-15","73","45"
"2009-05-16","64","46"
"2009-05-17","61","36"
"2009-05-18","65","35"
"2009-05-19","76","48"
"2009-05-20","82","49"
"2009-05-21","84","51"
"2009-05-22","78","59"
"2009-05-23","85","51"
"2009-05-24","84","60"
"2009-05-25","74","58"
"2009-05-26","84","59"
"2009-05-27","85","64"
"2009-05-28","72","54"
"2009-05-29","79","49"
"2009-05-30","76","47"
"2009-05-31","73","52"
"2009-06-01","83","54"
"2009-06-02","67","56"
"2009-06-03","62","49"
"2009-06-04","68","47"
"2009-06-05","75","43"
"2009-06-06","81","54"
"2009-06-07","81","62"
"2009-06-08","83","65"
"2009-06-09","76","59"
"2009-06-10","72","58"
"2009-06-11","70","61"
"2009-06-12","76","58"
"2009-06-13","77","57"
"2009-06-14","81","59"
"2009-06-15","80","59"
"2009-06-16","75","60"
"2009-06-17","82","62"
"2009-06-18","83","59"
"2009-06-19","88","68"
"2009-06-20","87","68"
"2009-06-21","87","63"
"2009-06-22","87","68"
"2009-06-23","89","64"
"2009-06-24","94","67"
"2009-06-25","95","73"
"2009-06-26","89","69"
"2009-06-27","87","63"
"2009-06-28","83","69"
"2009-06-29","81","62"
"2009-06-30","74","60"
"2009-07-01","69","59"
"2009-07-02","72","57"
"2009-07-03","79","59"
"2009-07-04","72","52"
"2009-07-05","82","60"
"2009-07-06","84","57"
"2009-07-07","81","60"
"2009-07-08","79","53"
"2009-07-09","82","64"
"2009-07-10","87","61"
"2009-07-11","84","64"
"2009-07-12","80","61"
"2009-07-13","81","55"
"2009-07-14","81","49"
"2009-07-15","83","59"
"2009-07-16","82","64"
"2009-07-17","73","59"
"2009-07-18","74","56"
"2009-07-19","77","52"
"2009-07-20","79","54"
"2009-07-21","81","57"
"2009-07-22","70","65"
"2009-07-23","80","62"
"2009-07-24","81","56"
"2009-07-25","79","63"
"2009-07-26","80","61"
"2009-07-27","82","60"
"2009-07-28","85","65"
"2009-07-29","79","59"
"2009-07-30","79","54"
"2009-07-31","79","58"
"2009-08-01","79","57"
"2009-08-02","75","57"
"2009-08-03","83","55"
"2009-08-04","81","65"
"2009-08-05","80","60"
"2009-08-06","79","53"
"2009-08-07","76","53"
"2009-08-08","87","64"
"2009-08-09","91","71"
"2009-08-10","86","70"
"2009-08-11","85","65"
"2009-08-12","81","60"
"2009-08-13","84","57"
"2009-08-14","87","58"
"2009-08-15","87","60"
"2009-08-16","92","66"
"2009-08-17","88","69"
"2009-08-18","79","66"
"2009-08-19","83","65"
"2009-08-20","79","66"
"2009-08-21","77","62"
"2009-08-22","69","58"
"2009-08-23","71","58"
"2009-08-24","77","52"
"2009-08-25","80","53"
"2009-08-26","79","58"
"2009-08-27","74","63"
"2009-08-28","69","62"
"2009-08-29","71","55"
"2009-08-30","69","52"
"2009-08-31","71","45"
"2009-09-01","72","49"
"2009-09-02","76","47"
"2009-09-03","78","51"
"2009-09-04","78","50"
"2009-09-05","80","54"
"2009-09-06","76","56"
"2009-09-07","72","61"
"2009-09-08","76","63"
"2009-09-09","79","65"
"2009-09-10","80","59"
"2009-09-11","78","56"
"2009-09-12","76","53"
"2009-09-13","78","48"
"2009-09-14","82","53"
"2009-09-15","83","55"
"2009-09-16","72","52"
"2009-09-17","73","50"
"2009-09-18","78","44"
"2009-09-19","73","51"
"2009-09-20","74","51"
"2009-09-21","78","64"
"2009-09-22","82","62"
"2009-09-23","78","65"
"2009-09-24","72","62"
"2009-09-25","74","57"
"2009-09-26","73","60"
"2009-09-27","74","53"
"2009-09-28","65","54"
"2009-09-29","59","50"
"2009-09-30","61","40"
"2009-10-01","64","35"
"2009-10-02","62","52"
"2009-10-03","57","49"
"2009-10-04","61","40"
"2009-10-05","66","37"
"2009-10-06","65","42"
"2009-10-07","60","44"
"2009-10-08","55","40"
"2009-10-09","53","47"
"2009-10-10","58","36"
"2009-10-11","48","35"
"2009-10-12","49","41"
"2009-10-13","53","39"
"2009-10-14","45","40"
"2009-10-15","45","38"
"2009-10-16","47","38"
"2009-10-17","51","31"
"2009-10-18","53","29"
"2009-10-19","63","33"
"2009-10-20","70","45"
"2009-10-21","71","46"
"2009-10-22","67","49"
"2009-10-23","68","49"
"2009-10-24","51","36"
"2009-10-25","64","35"
"2009-10-26","67","39"
"2009-10-27","55","49"
"2009-10-28","62","45"
"2009-10-29","62","40"
"2009-10-30","71","54"
"2009-10-31","54","36"
"2009-11-01","53","31"
"2009-11-02","58","34"
"2009-11-03","50","32"
"2009-11-04","53","32"
"2009-11-05","54","33"
"2009-11-06","57","30"
"2009-11-07","69","46"
"2009-11-08","72","41"
"2009-11-09","67","48"
"2009-11-10","57","46"
"2009-11-11","55","33"
"2009-11-12","53","30"
"2009-11-13","60","28"
"2009-11-14","67","37"
"2009-11-15","57","47"
"2009-11-16","48","43"
"2009-11-17","51","41"
"2009-11-18","53","46"
"2009-11-19","48","44"
"2009-11-20","54","38"
"2009-11-21","52","33"
"2009-11-22","57","31"
"2009-11-23","54","39"
"2009-11-24","53","35"
"2009-11-25","51","42"
"2009-11-26","43","37"
"2009-11-27","41","28"
"2009-11-28","55","27"
"2009-11-29","55","36"
"2009-11-30","43","33"
"2009-12-01","53","33"
"2009-12-02","41","30"
"2009-12-03","41","31"
"2009-12-04","32","25"
"2009-12-05","30","21"
"2009-12-06","37","19"
"2009-12-07","32","21"
"2009-12-08","35","22"
"2009-12-09","45","17"
"2009-12-10","17","9"
"2009-12-11","30","15"
"2009-12-12","40","18"
"2009-12-13","40","34"
"2009-12-14","51","34"
"2009-12-15","39","20"
"2009-12-16","28","13"
"2009-12-17","37","17"
"2009-12-18","37","32"
"2009-12-19","33","26"
"2009-12-20","32","17"
"2009-12-21","29","27"
"2009-12-22","32","28"
"2009-12-23","30","28"
"2009-12-24","36","26"
"2009-12-25","45","31"
"2009-12-26","34","26"
"2009-12-27","29","17"
"2009-12-28","30","17"
"2009-12-29","29","14"
"2009-12-30","34","16"
"2009-12-31","35","21"
"2010-01-01","21","11"
"2010-01-02","20","7"
"2010-01-03","21","2"
"2010-01-04","23","15"
"2010-01-05","21","17"
"2010-01-06","23","16"
"2010-01-07","23","14"
"2010-01-08","27","10"
"2010-01-09","23","0"
"2010-01-10","17","0"
"2010-01-11","24","16"
"2010-01-12","26","14"
"2010-01-13","32","10"
"2010-01-14","38","21"
"2010-01-15","38","33"
"2010-01-16","34","30"
"2010-01-17","33","27"
"2010-01-18","32","25"
"2010-01-19","32","26"
"2010-01-20","33","18"
"2010-01-21","34","26"
"2010-01-22","36","32"
"2010-01-23","43","33"
"2010-01-24","53","37"
"2010-01-25","37","25"
"2010-01-26","25","19"
"2010-01-27","29","15"
"2010-01-28","30","9"
"2010-01-29","19","7"
"2010-01-30","22","10"
"2010-01-31","27","7"
"2010-02-01","31","11"
"2010-02-02","34","25"
"2010-02-03","32","25"
"2010-02-04","35","25"
"2010-02-05","34","28"
"2010-02-06","30","19"
"2010-02-07","26","9"
"2010-02-08","26","5"
"2010-02-09","27","12"
"2010-02-10","30","11"
"2010-02-11","27","19"
"2010-02-12","27","16"
"2010-02-13","27","11"
"2010-02-14","28","10"
"2010-02-15","28","3"
"2010-02-16","32","22"
"2010-02-17","33","25"
"2010-02-18","35","25"
"2010-02-19","37","13"
"2010-02-20","35","21"
"2010-02-21","40","31"
"2010-02-22","36","32"
"2010-02-23","37","29"
"2010-02-24","29","15"
"2010-02-25","30","15"
"2010-02-26","30","27"
"2010-02-27","35","29"
"2010-02-28","39","30"
"2010-03-01","42","29"
"2010-03-02","35","23"
"2010-03-03","43","30"
"2010-03-04","43","23"
"2010-03-05","44","23"
"2010-03-06","48","21"
"2010-03-07","52","23"
"2010-03-08","56","31"
"2010-03-09","62","31"
"2010-03-10","66","45"
"2010-03-11","61","46"
"2010-03-12","58","45"
"2010-03-13","50","39"
"2010-03-14","43","38"
"2010-03-15","49","38"
"2010-03-16","63","32"
"2010-03-17","64","31"
"2010-03-18","65","33"
"2010-03-19","66","37"
"2010-03-20","58","37"
"2010-03-21","53","35"
"2010-03-22","43","39"
"2010-03-23","59","36"
"2010-03-24","59","31"
"2010-03-25","47","34"
"2010-03-26","42","26"
"2010-03-27","53","26"
"2010-03-28","47","39"
"2010-03-29","56","36"
"2010-03-30","58","30"
"2010-03-31","75","39"
"2010-04-01","82","49"
"2010-04-02","83","51"
"2010-04-03","70","42"
"2010-04-04","75","36"
"2010-04-05","75","56"
"2010-04-06","84","62"
"2010-04-07","71","59"
"2010-04-08","60","38"
"2010-04-09","51","34"
"2010-04-10","71","33"
"2010-04-11","68","47"
"2010-04-12","67","43"
"2010-04-13","63","46"
"2010-04-14","77","42"
"2010-04-15","84","52"
"2010-04-16","68","46"
"2010-04-17","54","37"
"2010-04-18","60","32"
"2010-04-19","63","35"
"2010-04-20","66","41"
"2010-04-21","71","38"
"2010-04-22","71","43"
"2010-04-23","68","42"
"2010-04-24","66","48"
"2010-04-25","65","51"
"2010-04-26","65","44"
"2010-04-27","57","41"
"2010-04-28","62","33"
"2010-04-29","73","39"
"2010-04-30","80","57"
"2010-05-01","73","64"
"2010-05-02","74","60"
"2010-05-03","75","55"
"2010-05-04","76","51"
"2010-05-05","82","54"
"2010-05-06","69","48"
"2010-05-07","83","50"
"2010-05-08","54","42"
"2010-05-09","58","37"
"2010-05-10","60","34"
"2010-05-11","72","44"
"2010-05-12","54","49"
"2010-05-13","83","48"
"2010-05-14","69","52"
"2010-05-15","69","46"
"2010-05-16","66","54"
"2010-05-17","57","50"
"2010-05-18","58","52"
"2010-05-19","71","47"
"2010-05-20","77","45"
"2010-05-21","74","61"
"2010-05-22","75","58"
"2010-05-23","85","56"
"2010-05-24","86","64"
"2010-05-25","85","62"
"2010-05-26","91","64"
"2010-05-27","87","68"
"2010-05-28","87","63"
"2010-05-29","87","65"
"2010-05-30","91","60"
"2010-05-31","85","66"
"2010-06-01","83","65"
"2010-06-02","80","67"
"2010-06-03","81","64"
"2010-06-04","88","61"
"2010-06-05","81","70"
"2010-06-06","78","59"
"2010-06-07","75","54"
"2010-06-08","71","52"
"2010-06-09","82","63"
"2010-06-10","82","58"
"2010-06-11","90","67"
"2010-06-12","88","72"
"2010-06-13","80","68"
"2010-06-14","86","71"
"2010-06-15","85","70"
"2010-06-16","82","66"
"2010-06-17","84","64"
"2010-06-18","90","66"
"2010-06-19","85","68"
"2010-06-20","86","64"
"2010-06-21","83","67"
"2010-06-22","88","69"
"2010-06-23","88","68"
"2010-06-24","81","66"
"2010-06-25","84","60"
"2010-06-26","91","65"
"2010-06-27","90","70"
"2010-06-28","84","70"
"2010-06-29","77","58"
"2010-06-30","76","54"
"2010-07-01","79","53"
"2010-07-02","80","55"
"2010-07-03","86","55"
"2010-07-04","94","66"
"2010-07-05","91","72"
"2010-07-06","92","68"
"2010-07-07","94","70"
"2010-07-08","92","72"
"2010-07-09","86","72"
"2010-07-10","87","66"
"2010-07-11","87","66"
"2010-07-12","87","68"
"2010-07-13","86","67"
"2010-07-14","90","67"
"2010-07-15","94","72"
"2010-07-16","89","70"
"2010-07-17","91","65"
"2010-07-18","90","67"
"2010-07-19","86","70"
"2010-07-20","83","69"
"2010-07-21","90","68"
"2010-07-22","89","67"
"2010-07-23","95","77"
"2010-07-24","95","72"
"2010-07-25","87","69"
"2010-07-26","84","63"
"2010-07-27","87","64"
"2010-07-28","91","70"
"2010-07-29","84","65"
"2010-07-30","86","62"
"2010-07-31","77","65"
"2010-08-01","85","61"
"2010-08-02","86","65"
"2010-08-03","88","70"
"2010-08-04","88","69"
"2010-08-05","85","67"
"2010-08-06","80","62"
"2010-08-07","81","59"
"2010-08-08","84","63"
"2010-08-09","87","67"
"2010-08-10","91","72"
"2010-08-11","88","72"
"2010-08-12","89","69"
"2010-08-13","88","68"
"2010-08-14","86","72"
"2010-08-15","89","69"
"2010-08-16","79","59"
"2010-08-17","81","59"
"2010-08-18","82","65"
"2010-08-19","88","62"
"2010-08-20","89","66"
"2010-08-21","77","68"
"2010-08-22","85","68"
"2010-08-23","81","63"
"2010-08-24","80","64"
"2010-08-25","81","59"
"2010-08-26","77","52"
"2010-08-27","80","49"
"2010-08-28","86","52"
"2010-08-29","93","62"
"2010-08-30","91","66"
"2010-08-31","91","67"
"2010-09-01","90","67"
"2010-09-02","82","70"
"2010-09-03","77","61"
"2010-09-04","67","50"
"2010-09-05","73","45"
"2010-09-06","86","58"
"2010-09-07","84","62"
"2010-09-08","73","49"
"2010-09-09","73","43"
"2010-09-10","76","47"
"2010-09-11","62","53"
"2010-09-12","79","54"
"2010-09-13","84","56"
"2010-09-14","81","51"
"2010-09-15","81","51"
"2010-09-16","77","59"
"2010-09-17","72","50"
"2010-09-18","79","51"
"2010-09-19","77","59"
"2010-09-20","80","57"
"2010-09-21","93","60"
"2010-09-22","79","62"
"2010-09-23","93","58"
"2010-09-24","85","60"
"2010-09-25","66","53"
"2010-09-26","66","51"
"2010-09-27","63","44"
"2010-09-28","68","46"
"2010-09-29","77","40"
"2010-09-30","78","46"
"2010-10-01","71","45"
"2010-10-02","54","47"
"2010-10-03","56","39"
"2010-10-04","62","37"
"2010-10-05","68","38"
"2010-10-06","75","45"
"2010-10-07","76","45"
"2010-10-08","81","41"
"2010-10-09","85","48"
"2010-10-10","87","53"
"2010-10-11","83","53"
"2010-10-12","75","50"
"2010-10-13","76","45"
"2010-10-14","65","42"
"2010-10-15","64","43"
"2010-10-16","67","33"
"2010-10-17","71","42"
"2010-10-18","59","38"
"2010-10-19","61","30"
"2010-10-20","69","35"
